id,Age,Gender,Annual Income,Marital Status,Number of Dependents,Education Level,Occupation,Health Score,Location,Policy Type,Previous Claims,Vehicle Age,Credit Score,Insurance Duration,Policy Start Date,Customer Feedback,Smoking Status,Exercise Frequency,Property Type,Premium Amount
2899,33,Male,2818,Married,3,Master's,Employed,39.98368368,Urban,Premium,,19,719,9,18-08-2020 15:21,Good,Yes,Weekly,Apartment,100
2900,47,Male,34192,Married,0,Bachelor's,Employed,18.80473304,Rural,Premium,0,0,624,8,03-02-2022 15:21,Average,Yes,Rarely,Condo,668
2901,56,Male,30311,Single,,PhD,,35.12695042,Rural,Basic,2,16,528,2,14-12-2021 15:21,Good,No,Weekly,Condo,303
2902,62,Male,34369,Single,,PhD,Employed,,Suburban,Basic,1,16,694,9,14-03-2024 15:21,Good,Yes,Daily,House,20
2903,21,Female,36842,Single,,Bachelor's,Unemployed,39.68094461,Rural,Premium,1,3,499,5,19-06-2023 15:21,Average,Yes,Monthly,Condo,1993
2904,36,Male,1420,Single,1,Master's,Self-Employed,13.05343807,Rural,Comprehensive,,13,694,9,14-01-2023 15:21,Good,No,Daily,Apartment,25
2905,26,Male,144825,Single,0,PhD,,14.9175721,Urban,Comprehensive,1,2,477,5,29-09-2020 15:21,Average,Yes,Rarely,House,2908
2906,37,Male,4541,Single,1,High School,Self-Employed,15.60735048,Rural,Basic,1,8,730,3,30-04-2020 15:21,Good,No,Daily,House,2623
2907,60,Male,1333,Married,3,High School,,41.2465651,Suburban,Comprehensive,,1,494,4,03-06-2022 15:21,Average,Yes,Daily,House,618
2908,52,Female,28312,Single,4,PhD,Employed,8.845656363,Rural,Comprehensive,3,3,614,2,20-12-2022 15:21,Poor,Yes,Rarely,Condo,1941
2909,31,Male,50931,Single,0,High School,Self-Employed,19.82741284,Rural,Basic,0,9,767,2,15-07-2021 15:21,Average,No,Monthly,House,45
2910,50,Female,12092,Married,0,Master's,Unemployed,23.40741368,Urban,Premium,1,5,758,7,26-06-2021 15:21,Average,Yes,Rarely,Apartment,519
2911,54,Female,35725,Divorced,,Bachelor's,Employed,44.13362015,Suburban,Basic,1,5,674,5,29-08-2021 15:21,Good,Yes,Rarely,Apartment,975
2912,64,Female,27773,Single,2,Master's,Self-Employed,9.954996383,Rural,Premium,,17,,8,01-09-2021 15:21,Good,No,Daily,Condo,1266
2913,50,Female,1589,Divorced,4,Bachelor's,Unemployed,12.85922004,Urban,Premium,0,1,567,5,07-05-2020 15:21,Good,No,Daily,Condo,2601
2914,48,Female,4058,Divorced,0,PhD,Employed,,Suburban,Premium,,19,813,3,11-03-2020 15:21,Average,No,Weekly,Apartment,1281
2915,21,Female,9074,Single,2,Bachelor's,Self-Employed,8.091623984,Rural,Premium,3,9,,4,03-05-2020 15:21,Average,No,Weekly,House,30
2916,21,Female,14961,Married,0,PhD,Unemployed,44.61180442,Rural,Premium,,18,557,2,14-02-2020 15:21,Average,No,Daily,Condo,1221
2917,18,Male,53988,Single,0,Bachelor's,Self-Employed,19.00337839,Rural,Basic,,17,728,3,08-07-2021 15:21,,No,Monthly,Apartment,1885
2918,44,Female,6791,Divorced,4,Bachelor's,Employed,4.240865201,Urban,Premium,,17,712,3,21-07-2021 15:21,Average,No,Monthly,Apartment,722
2919,35,Female,21725,Single,3,High School,,28.72230529,Rural,Comprehensive,0,2,,6,05-03-2020 15:21,Poor,Yes,Rarely,Condo,2073
2920,43,Female,1067,Married,3,Master's,Unemployed,14.8794442,Rural,Comprehensive,1,13,542,8,30-04-2023 15:21,Poor,Yes,Monthly,Condo,2155
2921,55,Female,43469,Single,4,Bachelor's,Self-Employed,,Urban,Comprehensive,1,13,575,1,18-07-2020 15:21,Average,No,Monthly,Apartment,2475
2922,45,Male,1227,Divorced,0,Bachelor's,Employed,14.07478628,Urban,Basic,1,15,809,1,08-09-2021 15:21,Poor,Yes,Rarely,Apartment,3243
2923,51,Male,42314,Single,4,High School,Employed,15.24193541,Suburban,Basic,0,5,441,3,08-01-2023 15:21,,Yes,Rarely,Condo,1181
2924,54,Female,4928,Divorced,4,Bachelor's,Self-Employed,51.18992046,Suburban,Premium,1,9,,7,13-12-2019 15:21,Average,Yes,Rarely,House,1476
2925,33,Male,15311,Divorced,,Bachelor's,Unemployed,11.93565792,Urban,Premium,,19,321,8,22-06-2020 15:21,Good,No,Weekly,Condo,597
2926,18,Male,54575,Divorced,2,Master's,Self-Employed,,Suburban,Premium,0,4,757,2,03-05-2021 15:21,Good,Yes,Weekly,House,2597
2927,19,Male,16074,Divorced,0,Master's,,17.73488531,Suburban,Comprehensive,,0,497,6,14-06-2022 15:21,Good,No,Monthly,Condo,1634
2928,53,Male,17079,Married,2,Bachelor's,,14.95970782,Rural,Basic,0,18,593,6,18-02-2021 15:21,Poor,No,Rarely,House,1355
2929,28,Female,17091,Single,4,High School,Unemployed,5.840874349,Urban,Premium,1,17,614,2,21-08-2023 15:21,Poor,Yes,Weekly,Apartment,522
2930,25,Male,1379,Single,2,PhD,Unemployed,21.78828616,Urban,Premium,3,3,678,2,18-04-2022 15:21,Good,Yes,Rarely,Apartment,676
2931,18,Female,6848,Married,0,High School,,14.61884023,Suburban,Basic,0,15,825,6,04-10-2023 15:21,Average,No,Weekly,Apartment,409
2932,57,Male,34221,Divorced,0,Master's,Unemployed,11.85961089,Urban,Premium,,8,531,2,16-03-2023 15:21,Poor,Yes,Weekly,House,801
2933,61,Female,28468,Single,4,Master's,,,Urban,Premium,2,17,454,7,06-07-2021 15:21,Poor,No,Monthly,House,486
2934,61,Male,18319,Single,,High School,Employed,20.85828193,Urban,Comprehensive,1,3,422,9,17-10-2020 15:21,Average,No,Monthly,Condo,478
2935,43,Male,17310,Married,4,Bachelor's,,38.18686588,Rural,Comprehensive,0,0,578,5,21-09-2021 15:21,Average,No,Weekly,House,474
2936,19,Female,6079,Married,3,Bachelor's,Self-Employed,27.94768547,Rural,Premium,2,11,515,2,10-06-2021 15:21,Poor,No,Monthly,House,693
2937,36,Male,43792,Married,2,Master's,,19.35183383,Urban,Premium,,1,,3,03-10-2019 15:21,Poor,Yes,Weekly,House,2065
2938,40,Male,26638,Divorced,3,High School,Self-Employed,14.69095283,Rural,Comprehensive,0,14,578,2,11-10-2019 15:21,Good,Yes,Weekly,Apartment,1326
2939,35,Female,89825,Single,2,PhD,,21.9197962,Suburban,Basic,1,13,849,4,19-02-2021 15:21,,Yes,Rarely,House,121
2940,56,Female,47417,Single,0,Bachelor's,Unemployed,23.8123982,Urban,Comprehensive,3,4,630,7,06-06-2023 15:21,Average,No,Rarely,House,2034
2941,25,Female,45906,Single,3,Bachelor's,Unemployed,25.3850022,Rural,Premium,,11,,3,03-05-2024 15:21,Poor,Yes,Monthly,House,583
2942,46,Male,7561,Divorced,4,High School,Unemployed,30.59506415,Suburban,Comprehensive,,11,341,1,11-04-2024 15:21,,Yes,Rarely,House,448
2943,35,Female,8072,Single,2,High School,Employed,32.54733359,Rural,Comprehensive,1,12,,5,13-05-2020 15:21,Average,No,Weekly,Apartment,1856
2944,52,Female,2878,Single,2,Bachelor's,Employed,26.81972639,Suburban,Premium,2,7,,4,05-08-2020 15:21,Poor,Yes,Weekly,Condo,686
2945,53,Female,28951,Divorced,3,High School,,29.95932519,Suburban,Basic,2,13,581,3,31-03-2022 15:21,Average,No,Daily,Apartment,1112
2946,29,Female,10889,Divorced,3,Bachelor's,Employed,43.85601409,Suburban,Premium,0,17,785,1,15-01-2024 15:21,Average,Yes,Monthly,Apartment,297
2947,44,Male,47652,Divorced,2,High School,Self-Employed,16.84800268,Rural,Basic,2,8,447,8,18-01-2021 15:21,Average,Yes,Daily,House,464
2948,53,Male,59121,Married,2,Bachelor's,Self-Employed,31.06871005,Suburban,Comprehensive,2,5,571,4,03-08-2021 15:21,,No,Rarely,House,1709
2949,23,Female,12094,Single,1,High School,Unemployed,10.63695388,Suburban,Basic,,6,528,5,14-04-2023 15:21,Good,No,Monthly,Condo,961
2950,23,Male,37192,Divorced,3,High School,Self-Employed,4.593160123,Suburban,Premium,1,15,581,9,18-10-2021 15:21,Average,No,Weekly,House,825
2951,64,Male,56786,Divorced,0,High School,Unemployed,16.05494606,Urban,Premium,2,2,494,5,22-01-2022 15:21,Poor,No,Weekly,Apartment,20
2952,61,Male,9894,Divorced,4,PhD,,13.55662587,Suburban,Comprehensive,0,12,622,5,29-05-2023 15:21,Poor,No,Weekly,Condo,829
2953,56,Female,3675,Single,0,PhD,,29.81823982,Rural,Comprehensive,,14,671,3,24-12-2022 15:21,Poor,No,Weekly,House,191
2954,57,Male,91298,Divorced,1,High School,Self-Employed,16.82656177,Rural,Premium,,5,363,8,07-08-2020 15:21,,No,Daily,House,487
2955,23,Female,7981,Divorced,3,Master's,Self-Employed,38.93665157,Urban,Comprehensive,0,18,658,6,30-05-2020 15:21,Average,Yes,Daily,Condo,1219
2956,63,Male,47942,Married,4,Bachelor's,Employed,51.49095069,Urban,Comprehensive,2,12,,8,26-02-2022 15:21,Average,Yes,Rarely,Apartment,1856
2957,43,Male,122473,Married,3,High School,,,Suburban,Premium,,19,673,4,14-08-2024 15:21,Good,Yes,Rarely,Apartment,2391
2958,40,Male,15380,Single,0,Master's,,26.88366294,Rural,Premium,0,19,755,9,27-04-2024 15:21,Average,No,Daily,House,2728
2959,47,Male,69361,Married,4,PhD,,46.0927352,Rural,Comprehensive,,7,678,2,26-01-2022 15:21,Poor,Yes,Daily,Condo,86
2960,34,Female,43741,Divorced,2,Bachelor's,Self-Employed,18.9581613,Urban,Comprehensive,,2,556,6,18-07-2022 15:21,Average,No,Rarely,Condo,548
2961,49,Male,23651,Single,,PhD,Employed,28.65803596,Urban,Basic,0,8,805,7,12-02-2023 15:21,Poor,No,Rarely,Apartment,1008
2962,56,Male,17,Divorced,3,PhD,,30.1684178,Rural,Comprehensive,2,0,734,5,26-01-2022 15:21,Poor,No,Monthly,Condo,2627
2963,53,Female,84637,Single,1,PhD,Unemployed,29.09815742,Urban,Premium,,8,,4,17-05-2024 15:21,Good,No,Daily,Apartment,173
2964,22,Female,22232,Divorced,3,PhD,Employed,9.907454498,Suburban,Premium,0,4,782,6,01-03-2022 15:21,Poor,Yes,Rarely,Condo,278
2965,35,Female,18795,Married,3,Master's,Employed,13.57142263,Urban,Basic,0,4,351,1,10-04-2023 15:21,Average,No,Monthly,Apartment,986
2966,59,Male,501,Divorced,0,PhD,Employed,33.2675587,Rural,Premium,2,8,463,6,29-01-2021 15:21,Good,Yes,Daily,Condo,122
2967,20,Male,43414,Married,2,Master's,,31.01081817,Suburban,Comprehensive,0,8,717,5,27-04-2024 15:21,Average,No,Daily,Apartment,638
2968,34,Male,2724,Married,0,PhD,Employed,22.45981358,Suburban,Premium,1,10,593,8,21-11-2023 15:21,Average,Yes,Weekly,Condo,2851
2969,58,Female,38916,Married,3,Master's,Unemployed,34.06847714,Rural,Premium,1,5,535,1,10-10-2019 15:21,,No,Weekly,Condo,1060
2970,21,Female,14061,Divorced,3,Master's,,25.35647032,Suburban,Premium,,4,530,1,16-05-2024 15:21,Poor,No,Monthly,Condo,609
2971,53,Male,24249,Married,2,High School,Self-Employed,32.6128271,Rural,Premium,0,11,682,1,23-12-2019 15:21,Average,Yes,Monthly,Condo,1403
2972,19,Male,113139,Single,4,Bachelor's,Self-Employed,35.43767093,Urban,Premium,0,13,322,8,29-07-2021 15:21,Good,Yes,Monthly,Apartment,2535
2973,32,Male,39766,Divorced,1,Bachelor's,,48.41685624,Rural,Comprehensive,,5,614,3,18-01-2024 15:21,Good,Yes,Monthly,Condo,1732
2974,21,Female,34239,Divorced,1,High School,,10.91313843,Suburban,Comprehensive,,13,816,2,18-09-2022 15:21,Poor,Yes,Weekly,House,208
2975,51,Female,13997,Divorced,3,PhD,Self-Employed,4.419413648,Rural,Premium,0,11,568,3,12-02-2022 15:21,Good,No,Weekly,Condo,1139
2976,46,Male,51638,Married,1,Master's,Self-Employed,35.4416643,Rural,Basic,,19,342,2,04-08-2023 15:21,Average,Yes,Monthly,House,206
2977,31,Female,51859,Married,2,Master's,Unemployed,10.81647121,Suburban,Comprehensive,0,0,,1,26-05-2024 15:21,Average,No,Monthly,House,323
2978,62,Female,56791,Married,2,Bachelor's,Self-Employed,12.81918187,Rural,Premium,2,16,435,3,10-05-2023 15:21,Average,No,Monthly,Apartment,453
2979,64,Female,,Married,1,Bachelor's,Unemployed,19.35232951,Rural,Basic,1,0,353,3,30-07-2021 15:21,Poor,No,Monthly,Condo,2157
2980,42,Male,16703,Single,0,Master's,Employed,25.88596312,Rural,Premium,,8,537,2,23-10-2019 15:21,Poor,No,Monthly,House,388
2981,48,Female,15459,Married,,Bachelor's,Unemployed,46.75453079,Rural,Premium,1,10,697,7,14-11-2023 15:21,Average,No,Rarely,Apartment,1089
2982,33,Male,88052,Divorced,3,Bachelor's,Self-Employed,39.7259144,Urban,Comprehensive,0,15,346,7,23-06-2022 15:21,Average,No,Daily,Apartment,2320
2983,33,Male,3700,Single,,PhD,Employed,,Rural,Comprehensive,0,2,762,6,20-06-2023 15:21,Poor,No,Monthly,Apartment,2796
2984,48,Male,15459,Married,4,High School,Employed,12.08991428,Urban,Comprehensive,1,15,697,3,06-02-2024 15:21,Average,No,Monthly,Apartment,2196
2985,46,Male,15872,Single,3,PhD,Self-Employed,34.05127706,Urban,Comprehensive,3,19,328,8,09-08-2024 15:21,Average,No,Rarely,House,907
2986,28,Female,28985,Married,3,PhD,Self-Employed,11.43484924,Rural,Basic,,12,641,6,26-07-2020 15:21,Average,No,Weekly,Apartment,1010
2987,40,Female,7926,Married,2,High School,,21.96449987,Rural,Basic,,5,,4,01-02-2024 15:21,Poor,Yes,Weekly,Apartment,902
2988,43,Female,23720,Divorced,3,PhD,,12.95258975,Suburban,Comprehensive,2,16,825,7,08-07-2023 15:21,Good,Yes,Monthly,House,554
2989,21,Female,,Single,0,PhD,Employed,22.58161901,Rural,Basic,0,19,400,3,16-10-2022 15:21,Average,Yes,Rarely,House,274
2990,27,Male,141225,Married,1,High School,Self-Employed,11.70235199,Urban,Basic,3,6,796,3,28-08-2020 15:21,Poor,No,Rarely,House,3246
2991,23,Male,18118,Single,1,Bachelor's,,3.686449465,Urban,Premium,0,15,,5,06-02-2023 15:21,Good,Yes,Rarely,House,1675
2992,64,Male,22338,Single,3,Master's,Employed,36.15297113,Suburban,Premium,3,12,317,1,20-02-2023 15:21,Good,No,Daily,Condo,1544
2993,54,Female,26203,Divorced,2,High School,Self-Employed,24.52292423,Rural,Premium,,11,623,9,07-08-2021 15:21,Good,No,Weekly,House,834
2994,35,Male,41660,Single,2,High School,Self-Employed,45.95871055,Urban,Premium,1,12,507,9,11-04-2023 15:21,Average,No,Weekly,House,1470
2995,20,Female,25178,Single,1,PhD,Self-Employed,5.813105772,Rural,Comprehensive,0,4,338,8,01-02-2020 15:21,Poor,Yes,Daily,Apartment,1876
2996,51,Female,27951,Single,1,Master's,Employed,11.53440738,Urban,Premium,0,11,573,2,31-03-2020 15:21,Average,No,Monthly,Apartment,551
2997,40,Female,10037,Married,4,Bachelor's,,12.97615007,Urban,Basic,0,18,451,2,11-12-2023 15:21,Good,No,Daily,House,561
2998,28,Female,3861,Single,0,High School,,41.59882183,Suburban,Comprehensive,2,11,673,8,13-09-2020 15:21,Good,No,Rarely,Apartment,736
2999,39,Male,15893,Single,4,High School,Self-Employed,21.7462866,Rural,Comprehensive,,10,840,1,15-06-2020 15:21,Poor,No,Monthly,Apartment,795
3000,35,Female,4626,Single,1,High School,Employed,38.12798877,Rural,Comprehensive,0,13,796,8,04-05-2021 15:21,,Yes,Weekly,Condo,35
3001,51,Female,43062,Divorced,0,Master's,Unemployed,14.23128624,Urban,Premium,1,5,830,4,28-07-2024 15:21,Good,No,Daily,Apartment,2747
3002,31,Female,11545,Single,3,Bachelor's,Unemployed,5.94734547,Rural,Comprehensive,0,11,587,6,26-10-2022 15:21,Good,No,Daily,Apartment,2288
3003,32,Female,80594,Single,0,PhD,Unemployed,,Rural,Premium,,11,463,7,22-11-2020 15:21,Average,Yes,Monthly,Condo,774
3004,62,Male,6058,Single,3,High School,,10.05864867,Suburban,Basic,0,0,524,1,22-03-2023 15:21,Poor,No,Weekly,House,722
3005,49,Male,83093,Single,0,High School,Employed,,Suburban,Premium,,11,473,8,09-05-2021 15:21,Poor,Yes,Rarely,Apartment,1583
3006,41,Female,24569,Single,2,Master's,Self-Employed,23.72649617,Suburban,Comprehensive,,13,615,4,30-04-2020 15:21,Poor,Yes,Monthly,Apartment,513
3007,50,Female,72699,Single,4,High School,Employed,19.50448573,Suburban,Comprehensive,1,3,331,8,16-06-2024 15:21,Good,No,Rarely,Apartment,361
3008,62,Female,9073,Single,,Bachelor's,Unemployed,32.90639479,Urban,Premium,1,14,783,9,12-06-2022 15:21,Poor,No,Daily,Condo,611
3009,60,Male,27897,Single,2,Bachelor's,Self-Employed,10.58112105,Suburban,Comprehensive,,1,703,9,06-05-2024 15:21,Average,No,Daily,Condo,811
3010,56,Male,21060,Married,0,PhD,Self-Employed,23.38647116,Suburban,Premium,3,9,690,1,01-05-2020 15:21,Poor,Yes,Monthly,House,121
3011,30,Female,29097,Single,4,Bachelor's,Employed,41.8177887,Urban,Basic,,6,549,6,12-11-2019 15:21,Good,No,Weekly,House,1479
3012,24,Male,7834,Single,4,Master's,,8.497023063,Suburban,Basic,,17,590,3,29-10-2019 15:21,Poor,Yes,Daily,Apartment,396
3013,38,Male,24386,Married,2,Bachelor's,Employed,13.77477308,Urban,Comprehensive,2,10,,8,22-03-2021 15:21,Poor,No,Weekly,Condo,3272
3014,55,Female,13041,Married,4,PhD,Self-Employed,13.77267806,Rural,Basic,,10,662,9,02-02-2022 15:21,Average,Yes,Weekly,Apartment,120
3015,47,Female,141425,Single,0,Bachelor's,Unemployed,53.87832026,Suburban,Basic,1,19,442,4,31-07-2021 15:21,Poor,No,Daily,House,816
3016,22,Female,62847,Divorced,4,PhD,Self-Employed,29.96610124,Suburban,Premium,3,12,444,4,29-11-2019 15:21,,No,Weekly,Apartment,830
3017,27,Female,6960,Single,2,PhD,,32.83586694,Suburban,Premium,1,18,671,7,04-02-2023 15:21,Average,No,Rarely,Apartment,927
3018,31,Male,38323,Single,2,PhD,Employed,29.99333279,Urban,Comprehensive,,10,717,1,06-04-2022 15:21,Good,Yes,Rarely,Condo,878
3019,50,Female,104590,Single,0,Master's,Self-Employed,47.45318294,Rural,Premium,2,5,581,2,04-09-2020 15:21,Average,Yes,Rarely,Apartment,232
3020,47,Female,5040,Divorced,0,Bachelor's,,15.08795987,Suburban,Premium,0,16,816,8,02-03-2023 15:21,Poor,No,Monthly,House,2136
3021,28,Female,34657,Single,0,Bachelor's,Employed,8.081432033,Urban,Premium,1,7,632,9,31-03-2020 15:21,Poor,Yes,Daily,House,143
3022,35,Female,121808,Single,3,Master's,Employed,,Urban,Comprehensive,1,1,545,3,08-12-2019 15:21,Good,No,Monthly,House,2265
3023,31,Female,16073,,0,High School,,44.06512887,Suburban,Premium,2,8,519,4,28-09-2020 15:21,Average,Yes,Monthly,House,2196
3024,45,Male,3870,Single,,Master's,Unemployed,18.93982711,Rural,Comprehensive,0,12,497,2,20-06-2020 15:21,Good,Yes,Rarely,Condo,1229
3025,60,Male,35796,Single,3,High School,Self-Employed,20.91760347,Rural,Premium,,5,622,2,04-11-2020 15:21,Average,Yes,Weekly,Condo,538
3026,62,Female,2415,Married,0,Bachelor's,Employed,45.56732051,Rural,Comprehensive,2,10,547,1,25-04-2021 15:21,Good,Yes,Monthly,Condo,1020
3027,44,Male,40857,Divorced,0,High School,,3.794751081,Suburban,Premium,,2,,6,23-10-2023 15:21,Average,Yes,Weekly,House,71
3028,23,Male,15556,Divorced,,Master's,Unemployed,10.12282553,Rural,Comprehensive,0,5,629,1,16-07-2023 15:21,Good,Yes,Weekly,House,991
3029,57,Male,34686,Single,2,High School,,5.947353191,Suburban,Comprehensive,0,18,689,9,29-09-2020 15:21,Average,Yes,Daily,House,1653
3030,32,Female,16259,Married,,Bachelor's,Unemployed,,Suburban,Premium,,17,673,3,26-12-2020 15:21,Poor,No,Monthly,Condo,1206
3031,49,Female,82211,Divorced,2,Bachelor's,Self-Employed,30.98417188,Suburban,Basic,0,11,433,5,24-10-2019 15:21,Good,Yes,Monthly,House,748
3032,30,Female,2673,Single,3,Master's,Self-Employed,23.61287917,Urban,Basic,0,9,454,9,29-04-2024 15:21,Good,No,Daily,Condo,2142
3033,27,Female,15585,Single,1,PhD,Unemployed,6.904230439,Rural,Basic,1,19,644,2,10-05-2021 15:21,Poor,No,Monthly,Condo,519
3034,43,Male,41576,Single,3,Master's,,7.006540384,Rural,Comprehensive,1,8,660,3,01-09-2021 15:21,,No,Rarely,Apartment,777
3035,62,Female,,Single,1,PhD,Self-Employed,37.44101604,Rural,Premium,1,1,815,2,07-05-2020 15:21,Poor,Yes,Weekly,House,80
3036,38,Female,43643,Married,1,Master's,Self-Employed,35.89500729,Rural,Premium,,7,679,3,22-05-2023 15:21,Poor,Yes,Rarely,Apartment,981
3037,44,Female,35000,Single,1,Master's,Employed,13.79272056,Urban,Basic,,19,,5,24-02-2021 15:21,Poor,No,Monthly,House,729
3038,42,Male,15892,Married,3,High School,,13.48506831,Suburban,Premium,0,19,,5,27-03-2021 15:21,Good,Yes,Monthly,Apartment,607
3039,49,Male,20231,Divorced,0,PhD,Self-Employed,17.94475448,Suburban,Comprehensive,1,0,513,2,07-02-2023 15:21,Good,Yes,Rarely,Condo,867
3040,29,Male,5920,Single,3,Master's,Self-Employed,34.24689513,Urban,Basic,0,3,,4,24-05-2020 15:21,Average,Yes,Weekly,House,2516
3041,57,Male,5877,Divorced,3,High School,Self-Employed,36.38346782,Rural,Premium,2,2,516,4,17-08-2019 15:21,Poor,No,Weekly,Condo,39
3042,30,Male,35223,Divorced,2,High School,,8.868361814,Rural,Premium,0,3,,4,04-02-2021 15:21,Good,No,Monthly,Apartment,612
3043,24,Female,43130,Divorced,4,High School,Unemployed,29.07815667,Rural,Comprehensive,1,5,,3,10-11-2020 15:21,Average,No,Weekly,House,542
3044,55,Female,36303,Divorced,0,High School,Unemployed,12.8346964,Urban,Comprehensive,,7,441,3,08-03-2022 15:21,Poor,No,Daily,Apartment,726
3045,,Female,35725,Married,0,Bachelor's,,28.57062623,Suburban,Basic,,11,518,6,04-11-2023 15:21,Good,No,Rarely,Condo,930
3046,59,Male,35754,Divorced,2,High School,Employed,24.59361403,Rural,Premium,3,11,,6,23-11-2021 15:21,,Yes,Rarely,Condo,1178
3047,50,Male,20997,Married,4,High School,Unemployed,33.8957771,Suburban,Premium,,0,739,5,08-08-2020 15:21,Average,No,Rarely,Apartment,488
3048,27,Female,116399,Divorced,4,High School,Self-Employed,28.47192977,Suburban,Basic,,15,382,1,22-11-2023 15:21,Average,No,Monthly,Apartment,975
3049,52,Female,40691,Divorced,0,PhD,,29.32786528,Rural,Basic,0,17,713,1,02-04-2024 15:21,Poor,Yes,Daily,House,478
3050,39,Female,2693,Married,1,Master's,Self-Employed,21.92424905,Urban,Basic,3,19,474,3,29-10-2019 15:21,,Yes,Daily,Apartment,961
3051,49,Female,3175,Divorced,2,Master's,Employed,16.64923086,Rural,Comprehensive,2,10,,2,04-01-2023 15:21,Good,No,Monthly,Condo,573
3052,60,Female,29835,Divorced,1,Bachelor's,Employed,19.5975579,Urban,Basic,0,12,802,1,21-09-2023 15:21,Good,No,Monthly,House,1517
3053,32,Male,15647,Divorced,0,High School,,5.878681994,Urban,Premium,0,13,452,7,26-03-2022 15:21,Good,Yes,Rarely,House,177
3054,53,Female,39726,Married,4,High School,Unemployed,10.91313843,Urban,Comprehensive,,0,571,6,10-10-2023 15:21,Average,Yes,Monthly,Apartment,1197
3055,44,Male,20982,Single,,Bachelor's,,15.18408663,Rural,Premium,0,5,654,6,29-05-2024 15:21,Average,Yes,Weekly,Apartment,762
3056,21,Male,58874,Single,1,High School,Employed,,Suburban,Comprehensive,0,3,775,3,15-03-2022 15:21,,No,Daily,Condo,783
3057,47,Male,142429,Divorced,2,PhD,Unemployed,33.89814699,Suburban,Premium,,19,354,7,12-07-2021 15:21,Poor,No,Monthly,House,855
3058,21,Female,,Single,1,High School,Self-Employed,34.4968518,Rural,Premium,,19,,3,17-03-2023 15:21,Average,Yes,Weekly,House,216
3059,30,Male,22630,Single,0,Master's,Unemployed,30.82837946,Suburban,Premium,1,17,494,8,17-07-2020 15:21,Poor,Yes,Rarely,Apartment,342
3060,33,Male,57586,Single,1,PhD,Employed,28.18303827,Urban,Premium,3,15,793,7,23-03-2021 15:21,Good,Yes,Rarely,Condo,2037
3061,60,Male,17881,Divorced,2,Master's,Employed,18.08185922,Rural,Basic,,7,526,8,10-03-2022 15:21,Average,Yes,Weekly,Condo,761
3062,26,Female,51186,Divorced,3,PhD,Self-Employed,9.181707824,Rural,Basic,3,15,829,4,18-02-2020 15:21,Good,Yes,Monthly,Condo,3520
3063,57,Male,47957,Single,1,PhD,Self-Employed,9.597777535,Urban,Comprehensive,1,6,523,7,21-11-2020 15:21,Good,No,Monthly,Condo,110
3064,61,Male,29823,Married,4,High School,,23.87215611,Rural,Comprehensive,0,19,,9,16-09-2022 15:21,Good,Yes,Monthly,House,2238
3065,39,Female,7869,Single,1,Bachelor's,Self-Employed,31.35557305,Suburban,Comprehensive,,9,618,4,21-03-2024 15:21,Poor,Yes,Rarely,Condo,37
3066,33,Male,17177,Married,2,PhD,Employed,35.74614943,Urban,Basic,1,19,787,6,05-02-2020 15:21,Good,No,Rarely,Condo,1155
3067,40,Male,18084,Married,4,Bachelor's,Self-Employed,15.03576628,Rural,Premium,,6,831,5,15-05-2021 15:21,Poor,No,Monthly,House,1590
3068,38,Male,3957,Single,0,Bachelor's,Employed,25.83932136,Urban,Basic,,16,538,4,02-05-2024 15:21,,Yes,Rarely,Condo,1382
3069,34,Female,46822,Divorced,2,Bachelor's,Employed,38.69073605,Rural,Comprehensive,2,7,520,8,02-04-2020 15:21,Poor,No,Rarely,Apartment,2061
3070,46,Male,85921,Divorced,3,PhD,Employed,52.77981418,Rural,Basic,3,13,457,6,31-03-2020 15:21,Average,No,Rarely,Condo,1416
3071,37,Male,16322,Married,1,Bachelor's,Self-Employed,11.29158011,Urban,Comprehensive,0,0,704,6,27-01-2024 15:21,,Yes,Rarely,Apartment,561
3072,24,Male,1204,Divorced,0,High School,Employed,,Rural,Basic,,16,784,6,14-12-2022 15:21,Poor,Yes,Monthly,House,918
3073,33,Female,12077,Divorced,3,Master's,,10.93376123,Rural,Comprehensive,0,16,828,7,21-04-2023 15:21,Average,Yes,Monthly,House,571
3074,40,Female,3546,Single,,High School,,31.36602089,Urban,Premium,0,3,689,9,25-11-2020 15:21,Average,Yes,Rarely,House,150
3075,59,Male,35781,Married,1,Bachelor's,Employed,34.51764076,Rural,Comprehensive,,3,495,2,15-11-2022 15:21,Good,Yes,Rarely,House,656
3076,24,Female,38886,Married,0,Master's,Self-Employed,49.5819113,Suburban,Comprehensive,1,5,771,1,31-05-2023 15:21,Good,Yes,Weekly,Condo,95
3077,32,Male,16084,Single,1,High School,Self-Employed,30.56951868,Rural,Basic,1,5,403,8,27-11-2020 15:21,Average,Yes,Daily,Apartment,551
3078,35,Male,46575,Married,2,Bachelor's,Self-Employed,13.69388659,Suburban,Premium,2,4,398,8,20-12-2019 15:21,Average,Yes,Monthly,Apartment,728
3079,45,Female,18954,Single,1,PhD,Unemployed,25.37753295,Suburban,Premium,1,9,562,9,21-06-2021 15:21,Good,No,Monthly,Condo,1174
3080,53,Female,839,Single,,Bachelor's,Unemployed,,Rural,Premium,0,8,783,8,18-03-2022 15:21,Poor,No,Rarely,House,1135
